vocab_id,palabra_nahuatl,traduccion_espanol,variante_nahuatl,categoria,dificultad,imagen_url
P1887,tilma’tli,cobija,,hogar y muebles,intermedio,
P1888,timaskali,temazcal (sauna),,otras,intermedio,
P1889,timatl,honda para lanzar piedras,,partes del cuerpo,intermedio,
P1890,timemeuj,hígado,,otras,intermedio,
P1891,timo,"bájate (imperativo anteponiendo el pronombre xi, xi timo)",,saludos y tiempo,intermedio,
P1892,timo,"te vas a…, por ejemplo: ""timo kokos, te vas a enfermar; timo yaualoske’, nos vamos a dar la vuelta, etc""",,saludos y tiempo,intermedio,
P1893,timo,"se utiliza en la segunda persona del singular (estás), en formulación de preguntas, por ejemplo: ""¿timo seuia?, ¿descansas?; ¿timo kokoua?, ¿estás enfermo?, etc.""",,saludos y tiempo,intermedio,
P1894,timotla,se  dice del acto de arrojar una piedra con la intención de dañar físicamente a alguien,,saludos y tiempo,intermedio,
P1895,timotlak,le tiró una piedra,,partes del cuerpo,intermedio,
P1896,timotlaka,péguenle con piedras,,partes del cuerpo,intermedio,
P1897,timoui,bájalo,,otras,basico,
P1898,timouiske’,lo van a bajar,,otras,intermedio,
P1899,tinamastli,piedra que se usa en el fogón para sobreponer los utensilios con que se cocinan los alimentos,,saludos y tiempo,intermedio,
P1900,tinech,"me, por ejemplo: ""tinech notsas sankuel, me llamas temprano""",,saludos y tiempo,intermedio,
P1901,tiotlajka,por la tarde,,otras,intermedio,
P1902,tiotlak,tarde,,otras,intermedio,
P1903,tiotlaktia,se hace tarde,,otras,intermedio,
P1904,tiotlaktias,se va a hacer tarde,,otras,intermedio,
P1905,tiotlaktsi,buenas tardes,,otras,intermedio,
P1906,tipamitl,varda,,otras,intermedio,
P1907,tipanka’,"está sobre la piedra, otra aceptación es estiba de piedra",,partes del cuerpo,intermedio,
P1908,tipankali,casa de piedra,,partes del cuerpo,intermedio,
P1909,tipitoni,"acortar, hacer más chico, recortar",,otras,intermedio,
P1910,tiposmekatl,alambre,,otras,intermedio,
P1911,tipos soli,fierro viejo,,otras,intermedio,
P1912,tipostli,"fierro, hierro",,otras,intermedio,
P1913,tipotseui,se pela,,otras,intermedio,
P1914,tisiuitl,granizo,,elementos de la naturaleza,intermedio,
P1915,ti’tilana,masaje,,otras,intermedio,
P1916,tiujtla’,lugar polvoso,,otras,intermedio,
P1917,tiujtli,polvo,,otras,intermedio,
P1918,tiujyo’,"polvoso, sucio",,otras,intermedio,
P1919,tiujyoua,"se empolvan (los objetos o enseres de casa, oficina, etc.)",,salud y enfermedades,intermedio,
P1920,to,"nuestro (s), nuestra (s), por ejemplo: ""To tata’, nuestro padre; to tata’uan, nuestros padres; to kamak, nuestra boca; to tlankochuan, nuestras muelas; to teotl, nuestro Dios""",,partes del cuerpo,intermedio,
P1921,tochan,"nuestro hogar, nuestra casa",,otras,intermedio,
P1922,tochantlakauj,nuestro paisano,,saludos y tiempo,intermedio,
P1923,tochkakauatl,concha de armadillo,,otras,intermedio,
P1924,tokatl,araña,,insectos y reptiles,intermedio,
P1925,tokatsanili,telaraña,,insectos y reptiles,intermedio,
P1926,toktli,milpa pequeña,,números,intermedio,
P1927,tolina,"ansia, deseo",,saludos y tiempo,intermedio,
P1928,tolonaui,engorda,,otras,intermedio,
P1929,tolontik,gordo,,otras,intermedio,
P1930,tomamili,"sembradío de tomate, tomatal",,otras,intermedio,
P1931,tomatl,tomate,,otras,intermedio,
P1932,tomaujtika’,está engordando,,otras,intermedio,
P1933,tomauak,"gordo, grueso",,otras,intermedio,
P1934,tomaualistli,gordura,,otras,intermedio,
P1935,tomauia,entomatar,,otras,basico,
P1936,tomin,unidad monetaria entre los nahuas equivalente a 12.5 centavos,,otras,intermedio,
P1937,tompitstik,"requintado (un costal), sinónimo de muy lleno (gordo)",,saludos y tiempo,intermedio,
P1938,tonali,"día, también significa sol (astro sol)",,saludos y tiempo,intermedio,
P1939,tonalmili,siembra de temporada,,saludos y tiempo,intermedio,
P1940,tonalpouali,calendario,,otras,intermedio,
P1941,tonaltsintli,solecito,,astronomía y naturaleza,intermedio,
P1942,tonameyotl,sol naciente,,astronomía y naturaleza,intermedio,
P1943,toneuilistli,ardor,,otras,intermedio,
P1944,totktok,está enterrado,,otras,basico,
P1945,totoli,guajolota,,otras,basico,
P1946,totoltitl,huevo,,otras,intermedio,
P1947,totomochtli,hojas de mazorca,,otras,intermedio,
P1948,tototl,"pájaro, ave",,otras,intermedio,
P1949,tototsintli,avecilla,,otras,intermedio,
P1950,touan,con nosotros,,saludos y tiempo,basico,
P1951,touanka’,está con nosotros,,saludos y tiempo,intermedio,
P1952,touitso,tíralo,,otras,intermedio,
P1953,toxaui,"se riega, se esparce",,otras,intermedio,
P1954,toxkalaua,se resbala,,otras,intermedio,
P1955,toxkalaualistli,resbalón,,otras,intermedio,
P1956,tl,"décima consonante en el alfabeto, primera compuesta, ubicada en el número catorce del alfabeto náhuatl",,otras,intermedio,
P1957,tla,"si, por ejemplo: ""tla tik iluis, si le dices""",,saludos y tiempo,intermedio,
P1958,tla’chichiualistli,actividad,,otras,intermedio,
P1959,tlachtijki,"persona que hurta, ladrón, ratero",,otras,intermedio,
P1960,tlakemitl,prenda de vestir,,otras,intermedio,
P1961,tla’ijkuilo,escribe (imperativo),,otras,intermedio,
P1962,tla’ijkuiloli,escrito,,otras,intermedio,
P1963,tla’ijkuiloua,escribe (tercera pesona del singular),,saludos y tiempo,intermedio,
P1964,tlaili,"bebida alcohólica, licor, tequila, aguardiente",,partes del cuerpo,intermedio,
P1965,tla’ili,"disentería, náusea",,otras,intermedio,
P1966,tlaixmati,conoce,,saludos y tiempo,intermedio,
P1967,tlaixmatilistli,conocimiento,,saludos y tiempo,intermedio,
P1968,tlaixnipanoli,doblez,,otras,intermedio,
P1969,tla’ka’,de día,,otras,intermedio,
P1970,tla’kaloua,abrirse de piernas en forma de compás,,partes del cuerpo,intermedio,
P1971,tlakaltich,junto a la casa,,otras,intermedio,
P1972,tlakatl,hombre,,otras,intermedio,
P1973,tlakatlamati,conductas masculinas de una fémina,,otras,intermedio,
P1974,tla’katsi,buenos días,,saludos y tiempo,intermedio,
P1975,tlakaua,dejar algo o alguien en algún lugar,,otras,intermedio,
P1976,tlakemitl,prenda de vestir,,otras,intermedio,
P1977,tlakenamakani,vendedor de prendas de vestir,,otras,intermedio,
P1978,tlakenamakoyan,expendio de venta de ropa,,otras,intermedio,
P1979,tlakensaliujtok,ropa remendada,,otras,intermedio,
P1980,tlakensoltik,ropa vieja,,otras,intermedio,
P1981,tlakenti,vístelo,,otras,intermedio,
P1982,tlakenti’tok,está vestido,,otras,intermedio,
P1983,tlakentla’tlaluilis,ensuciar la ropa,,otras,intermedio,
P1984,tlakentlapaltilis,pintar la ropa,,otras,intermedio,
P1985,tlakentsayanki,ropa rasgada,,otras,intermedio,
P1986,tlakentsomonki,ropa rota,,otras,intermedio,
P1987,tlakentsi,ropita,,otras,intermedio,
P1988,tlakilol,fruta,,otras,intermedio,
P1989,tla’ko,la mitad,,otras,intermedio,
P1990,tla’kopa,a la mitad,,otras,intermedio,
P1991,tla’kotonali,mediodía,,números,intermedio,
P1992,tlakotonili,"pedazo, fracción",,otras,intermedio,
P1993,tlakotl,"vara, rama delgada, palo largo",,otras,intermedio,
P1994,tla’kotlapana,"quiébralo a la mitad, pártelo en dos",,números,intermedio,
P1995,tla’koyan,cintura,,otras,intermedio,
P1996,tlakoyonili,agujerado,,otras,intermedio,
P1997,tlakoyopa,lugar donde hay personas que no tienen relación con la cultura indígena,,saludos y tiempo,intermedio,
P1998,tla’koyouak,medianoche,,saludos y tiempo,intermedio,
P1999,tlakuali,comida,,otras,intermedio,
P2000,tlakuani,"quien come, se aplica frecuentemente a los animales",,otras,intermedio,
P2001,tlakuatl,tlacuache,,mamíferos silvestres,intermedio,
P2002,tlakuatla’,lugar donde abundan los tlacuaches,,mamíferos silvestres,intermedio,
P2003,tlakuecholi,molido,,otras,intermedio,
P2004,tlakuechouani,"pesona que muele (la masa, el café, etc.)",,colores,intermedio,
P2005,tlakui’kuika,canta,,otras,intermedio,
P2006,tlakui’kuikalischiujki,autor de una canción,,otras,intermedio,
P2007,tlakui’kuikalistli,canción,,otras,intermedio,
P2008,tla’kuikuikani,"cantante, vocalista",,profesiones y oficios,intermedio,
P2009,tlalamakixtia,trámite de escritura,,otras,intermedio,
P2010,tlalamachiujki,notario,,saludos y tiempo,intermedio,
P2011,tlalamatl,escritura,,otras,intermedio,
P2012,tlalaxi,pinolillo color naranja,,saludos y tiempo,intermedio,
P2013,tlali,tierra,,elementos de la naturaleza,intermedio,
P2014,tlalia,pone,,otras,intermedio,
P2015,tlalika,póngalo,,otras,intermedio,
P2016,tlalichtik,"recio, relacionado con cosas duras como la carne silvestre",,saludos y tiempo,intermedio,
P2017,tlali’tik,dentro de la tierra,,elementos de la naturaleza,intermedio,
P2018,tlalitstik,tierra fría,,elementos de la naturaleza,intermedio,
P2019,tlalixua,"semilla que germina en la tierra, semillero, vivero",,elementos de la naturaleza,intermedio,
P2020,tlalo’,sucio (de tierra),,elementos de la naturaleza,intermedio,
P2021,tlalpa,"abajo, en el suelo",,direcciones y lugares,intermedio,
P2022,tlaluiyontli,terremoto,,otras,intermedio,
P2023,tlamachtilis,enseñanza,,otras,intermedio,
P2024,tla’machtli,dibujo,,otras,intermedio,
P2025,tla’machtlakemitl,vestuario bordado,,otras,intermedio,
P2026,tlanamaka,"vender, por ejemplo: ""in siuatl tlanamaka, la
mujer vende""",,saludos y tiempo,intermedio,
P2027,tlanamakoyan,"tienda, centro de venta",,otras,intermedio,
P2028,tlanankilia,"responde, contesta",,otras,intermedio,
P2029,tlanankililis,respuesta,,otras,intermedio,
P2030,tlanesi,amanece,,otras,intermedio,
P2031,tlaneui,"acto de pedir prestado, por ejemplo: ""tlaneui tomi, pide préstamo de dinero""",,otras,intermedio,
P2032,tlaneujtli,"objeto o dinero pedido en préstamo, empréstito",,otras,intermedio,
P2033,tlaneuilistli,préstamo,,otras,intermedio,
P2034,tlanextli,"luz, dinero",,otras,intermedio,
P2035,tlanipanoli,una cosa sobre otra,,direcciones y lugares,intermedio,
P2036,tlanits,pierna,kestli,partes del cuerpo,intermedio,
P2037,tlantixtli,residuos de comida en la dentadura,,saludos y tiempo,intermedio,
P2038,tla’pauiani,"doctor, doctora",,otras,intermedio,
P2039,tlapichko,entarimado de madera a manera de techo,,otras,intermedio,
P2040,tlapi’pina,"juntar, levantar, recoger",,otras,intermedio,
P2041,tla’piani,"quien cuida, velador",,otras,intermedio,
P2042,tlaso’kamachililis,agradecimiento,,otras,intermedio,
P2043,tlaso’kamati,gracias,,otras,intermedio,
P2044,tla’soli,basura (en general),,otras,intermedio,
P2045,tlaso’tlali,"cariño, estima",,otras,intermedio,
P2046,tlatamachiualoni,unidad de medida,,otras,intermedio,
P2047,tlatekiloni,objeto que corta,,otras,intermedio,
P2048,tlatiki,filoso,,otras,intermedio,
P2049,tla’tlakoli,culpa,,otras,intermedio,
P2050,tla’tlakoli,culpabilidad,,otras,intermedio,
P2051,tla’tlakoyan,al centro,,otras,intermedio,
P2052,tla’tlani,"pregunta, pregúntale, pide (imperativo)",,otras,intermedio,
P2053,tla’tlanilistli,pregunta,,otras,intermedio,
P2054,tla’tlaoyo,tlacoyo,,otras,intermedio,
P2055,tla’toli,palabra,,otras,intermedio,
P2056,tla’toua,habla,,otras,intermedio,
P2057,tla’touani,quien habla,,otras,intermedio,
P2058,tlaakalpano,"se pasa el agua a la casa, inundación",,elementos de la naturaleza,intermedio,
P2059,tlachia,"ve, mira",,otras,intermedio,
P2060,tlachialis,"mirada, vistazo",,otras,intermedio,
P2061,tlachialistli,observación,,verbos y acciones,intermedio,
P2062,tlachikoyan,a la orilla,,otras,intermedio,
P2063,tlachixkayotl,acto de adivinar,,otras,intermedio,
P2064,tlachixki,"vidente, adivino",,saludos y tiempo,intermedio,
P2065,tlachkua,rasca (tercera persona del singular),,saludos y tiempo,intermedio,
P2066,tlachkualistli,rascar,,otras,intermedio,
P2067,tlachpana,barre,,otras,intermedio,
P2068,tlachpanani,"persona que barre, que hace el aseo",,otras,intermedio,
P2069,tlachpantli,"barrida, limpia",,otras,intermedio,
P2070,tlachpauastli,escoba,,utensilios de cocina,intermedio,
P2071,tlachtijki,persona que roba,,otras,intermedio,
P2072,tlaixkuauia,lo carga en la frente,,otras,intermedio,
P2073,tlaka’tia,se hace tarde (esta frase se utiliza después del amanecer y antes del mediodía),,saludos y tiempo,intermedio,
P2074,tlaka’tli,de día,,otras,intermedio,
P2075,tlakaki,escucha,,otras,intermedio,
P2076,tlakakika,escuchen,,otras,intermedio,
P2077,tlakakini,oyente,,otras,intermedio,
P2078,tlakalpano,pasa de casa en casa,,otras,intermedio,
P2079,tlakati,nace,,otras,intermedio,
P2080,tlakatl,señor,,otras,intermedio,
P2081,tlaka’tsi,buenos días,,saludos y tiempo,intermedio,
P2082,tlakatsintli,señor (dicho con reverencia),,otras,intermedio,
P2083,tlakayaua,"engaña, miente",,otras,intermedio,
P2084,tlakayauani,"persona que engaña, que miente, falaz",,otras,intermedio,
P2085,tlakayoti,niño que nace,,otras,intermedio,
P2086,tlakayotl,"cuerpo humano, también puede referirse al pene o la vagina",,saludos y tiempo,intermedio,
P2087,tlakemitl,"ropa, atuendo, vestido",,otras,intermedio,
P2088,tlakenamakoyan,expendio de ropa,,otras,intermedio,
P2089,tlakenkixti,quítale su ropa,,otras,intermedio,
P2090,tlakenkoua,conpra la ropa,,otras,intermedio,
P2091,tlakilol (me),fruta (s),,otras,intermedio,
P2092,tlakokoli,está herido,,otras,intermedio,
P2093,tlakouati,hay muchas víboras,,otras,intermedio,
P2094,tlakua’kua,ladra,,otras,intermedio,
P2095,tlakuali,comida,,otras,intermedio,
P2096,tlakualoni,utensilío para comer (plato),,saludos y tiempo,intermedio,
P2097,tlakuas,va a comer,,verbos y acciones,intermedio,
P2098,tlakuaske’,van a comer,,verbos y acciones,intermedio,
P2099,tlalaxi,pinolillo,,saludos y tiempo,intermedio,
P2100,tlali,tierra,,elementos de la naturaleza,intermedio,
P2101,tlali’tik,dentro de la tierra,,elementos de la naturaleza,intermedio,
P2102,tlalichtik,correoso,,otras,intermedio,
P2103,tlalixko,"terreno levemente hundido en el ""respaldo"" de un cerro",,saludos y tiempo,intermedio,
P2104,tlalixtli,pendiente (terreno en picada),,saludos y tiempo,intermedio,
P2105,tlalkakauatl,cacahuate,,granos y semillas,intermedio,
P2106,tlalkopox,gallina ciega (insecto que se encuentra al remover la tierra),,animales domésticos,intermedio,
P2107,tlalkuechyan,lugar donde el suelo está muy poco compactado,,otras,intermedio,
P2108,tlalkuechtli,tierra desmoronada,,elementos de la naturaleza,intermedio,
P2109,tlalmaya,está fresco el lugar,,otras,intermedio,
P2110,tlalo’,"con tierra, objeto sucio con tierra",,elementos de la naturaleza,intermedio,
P2111,Tlalok,Dios de la lluvia en la época prehispánica,,astronomía y naturaleza,intermedio,
P2112,tlalokuili,lombriz de tierra,,insectos y reptiles,intermedio,
P2113,tlalpa,"abajo, en la tierra",,elementos de la naturaleza,intermedio,
P2114,tlalpachiujtok,está enterrado,,otras,intermedio,
P2115,tlalpachoua,sepultado bajo la tierra,,elementos de la naturaleza,intermedio,
P2116,tlalte,tierras,,elementos de la naturaleza,intermedio,
P2117,tlaltikochtli,terreno enjoyado,,saludos y tiempo,intermedio,
P2118,tla’machkamixa’,"camisa bordada con motivos indígenas, aplica para ambos sexos",,otras,intermedio,
P2119,tlamachtiani,"maestro, persona que enseña o instruye",,profesiones y oficios,intermedio,
P2120,tlamachtiankali,"casa de estudios, escuela",,otras,intermedio,
P2121,tlamaka,da de comer,,verbos y acciones,intermedio,
P2122,tlamama,"carga , por ejemplo: ""in siuatl tlamama, la mujer carga""",,saludos y tiempo,intermedio,
P2123,tlamamali,"carga (un bulto, un tercio de leño, una maleta)",,números,intermedio,
P2124,tlamantli,"cosa, objeto",,otras,intermedio,
P2125,tlamapipichoua,chifla,,otras,intermedio,
P2126,tlamatini,"sabio, persona de amplio conocimiento, erudito",,saludos y tiempo,intermedio,
P2127,tlamatki,curandero,,otras,intermedio,
P2128,tlami,se termina,,otras,intermedio,
P2129,tlamia,se hace tonto,,otras,intermedio,
P2130,tlamilol,planta para sembrar,,otras,intermedio,
P2131,tlamiloli,"plantío, sembradío",,familia y parentesco,intermedio,
P2132,tlamiloua,"siembra, por ejemplo: ""ye’uatl tlamiloua, él siembra""",,saludos y tiempo,intermedio,
P2133,tlamochili,aviéntaselo,,otras,intermedio,
P2134,tlamochilia,se lo avienta,,otras,intermedio,
P2135,tlamochilistli,acto de aventar algún objeto,,otras,intermedio,
P2136,tlamotla,aviéntalo,,otras,intermedio,
P2137,tlanamakaloya,"lugar donde se vende, mercado",,otras,intermedio,
P2138,tlanauatia,avisa,,otras,intermedio,
P2139,tlanauatiani,quien deja un aviso,,otras,intermedio,
P2140,tlanchitok,dientes deformes con inclinación hacia fuera,,partes del cuerpo,intermedio,
P2141,tlane’neuiliani,inteligente,,otras,intermedio,
P2142,tlane’neuililis,pensamiento,,otras,intermedio,
P2143,tlanesi,amanece,,otras,intermedio,
P2144,tlaneujtli,prestado (conseguido en calidad de…),,otras,intermedio,
P2145,tlanextli,alumbramiento,,otras,intermedio,
P2146,tlankuaitl,rodilla,,partes del cuerpo,intermedio,
P2147,tlanits,muslo,metstli,otras,intermedio,
P2148,tlankichia,muerde,,otras,intermedio,
P2149,tlankochokuili,gusanos o amibas microscópicas en las muelas,,saludos y tiempo,intermedio,
P2150,tlankochtli,muela,,otras,intermedio,
P2151,tlano’notsali,diálogo,,otras,intermedio,
P2152,tlanpitlani,le brilla el diente,,partes del cuerpo,intermedio,
P2153,tlantli,diente,,partes del cuerpo,intermedio,
P2154,tlaoli,maíz,,granos y semillas,intermedio,
P2155,tlapachiujtok,está tapado,,otras,intermedio,
P2156,tlapacho’,culeca,,otras,intermedio,
P2157,tlapaka,lava,,otras,intermedio,
P2158,tlapakaloyan,lugar donde las mujeres lavan,,otras,intermedio,
P2159,tlapakani,"lavandero (a), persona que se dedica a lavar la ropa",,otras,intermedio,
P2160,tlapakas,va a lavar,,otras,intermedio,
P2161,tlapaleuiani,ayudante,,otras,intermedio,
P2162,tlapaleuilis,auxilio,,otras,intermedio,
P2163,tlapaloli,saludo,,otras,intermedio,
P2164,tlapana,"ábrelo, quiébralo",,otras,intermedio,
P2165,tlapanki,"está quebrado, abierto por quebradura",,otras,intermedio,
P2166,tlapatlaui,se va (despectivo),,otras,intermedio,
P2167,tlapatlaui,"está ancho (el río o la carretera, por ejemplo)",,elementos de la naturaleza,intermedio,
P2168,tlapatska,"exprime, ordeña (a las vacas)",,animales domésticos,intermedio,
P2169,tla’piani,"espía, detective",,otras,intermedio,
P2170,tlapi’pia,espía,,otras,intermedio,
P2171,tlapiasoua,orina,,otras,intermedio,
P2172,tlapiastli,orín,,otras,intermedio,
P2173,tlapitlanilotl,relámpago,,elementos de la naturaleza,intermedio,
P2174,tlapitsa,sílba (pitar),,otras,intermedio,
P2175,tlapitsali,"sílbato, trompeta, flauta",,otras,intermedio,
P2176,tlapojtok,está abierto,,otras,intermedio,
P2177,tlapoliui,se pierden las cosas,,partes del cuerpo,intermedio,
P2178,tlapoliuis,se va a perder el mundo,,otras,intermedio,
P2179,tlapolo’tiuj,va perdiendo (un atleta por ejemplo),,otras,intermedio,
P2180,tlapolo’tok,ha perdido,,otras,intermedio,
P2181,tlapolochtia,distraer,,otras,intermedio,
P2182,tlapolochtli,entretenimiento,,otras,intermedio,
P2183,tlapoloua,pierde,,partes del cuerpo,intermedio,
P2184,tlaposonili,está hervido,,otras,intermedio,
P2185,tlapoua,"cuenta, conteo",,otras,intermedio,
P2186,tlapouia,plática,,otras,intermedio,
P2187,tlapouiske’,platica,,otras,intermedio,
P2188,tlasa,"échalo, avientalo",,otras,intermedio,
P2189,tlaseseya,hace frío,,elementos de la naturaleza,intermedio,
P2190,tlaso’chiua,hacer daño (mínimo),,otras,intermedio,
P2191,tla’sokamati,"gracias, expresión de agradecimiento",,saludos y tiempo,intermedio,
P2192,tlaso’tla,"quiérelo, tenle cariño",,otras,intermedio,
P2193,tlaso’tla,amar,,elementos de la naturaleza,intermedio,
P2194,tlateluilistli,"denuncia, querella, demanda",,términos legales,intermedio,
P2195,tlatentli,orilla,,otras,intermedio,
P2196,tlatikuinilotl,trueno,,saludos y tiempo,intermedio,
P2197,tlatiuiani,peleonero,,otras,intermedio,
P2198,tlatla,se quema,,otras,intermedio,
P2199,tlatlalmana,emparejar la tierra para construir la casa,,elementos de la naturaleza,intermedio,
P2200,tlatlasa,pone huevo (propio de las aves),,otras,intermedio,
P2201,tlatlasa’,ponen huevo (plural),,otras,intermedio,
P2202,tlatlasistli,tos,,salud y enfermedades,intermedio,
P2203,tlatlaujtía,"reuega, pide un favor",,otras,intermedio,
P2204,tlatsakua,cierra,,otras,intermedio,
P2205,tlatsi,tío,,familia y parentesco,intermedio,
P2206,tlatsijki,"flojo, holgazán",,partes del cuerpo,intermedio,
P2207,tlatsijkua,come chicle,,otras,intermedio,
P2208,tlatsikoua,"se pega, se impregna",,otras,intermedio,
P2209,tlatsilini,repica la campana,,otras,intermedio,
P2210,tlatsilinia,tocar (se refiere a la acción de una persona al accionar el badajo de una campana),,verbos y acciones,intermedio,
P2211,tlatsilinilotl,"sonido de campana, campanazo",,otras,intermedio,
P2212,tlatsini,"pégale, se refiere a golpear a una persona o animal, por ejemplo: ""xik tlatsini, pégale""",,saludos y tiempo,intermedio,
P2213,tlatsotsonali,instrumento,,otras,intermedio,
P2214,tlatsotsonki,músico,,saludos y tiempo,intermedio,
P2215,tlauana,se embriaga,,otras,intermedio,
P2216,tlauanki,"ebrio, borracho",,otras,intermedio,
P2217,tlaueli,coraje,,otras,intermedio,
P2218,tlauika,"debe, por ejemplo: ""in konetl tlauika tlanamakaloyan, el niño debe en la tienda""",,otras,intermedio,
P2219,tlauili,"luz, coloquialmente se usa para referirse al dinero",,vegetales y hierbas,intermedio,
P2220,tlauilis,dañar (superstición),,otras,intermedio,
P2221,tlauya,desgrana (el maíz),,animales acuáticos,intermedio,
P2222,tlauya’,desgranan,,animales acuáticos,intermedio,
P2223,tlaxikuia,ruido que provoca el agua cuando escapa por el orificio de una manguera,,elementos de la naturaleza,intermedio,
P2224,tlaxili,échaselo,,otras,intermedio,
P2225,tlaxilia,"echar, aventar",,otras,intermedio,
P2226,tlaxiuiani,persona que se encarga de golpear con hojas a otras en los baños de temazcal,,otras,intermedio,
P2227,tlaxkali,tortilla,,utensilios de cocina,intermedio,
P2228,tlaxkalmana,hace tortillas,,utensilios de cocina,intermedio,
P2229,tlaxtlaua,págalo,,otras,intermedio,
P2230,tlaxtlauili,"paga, salario, remuneración por el trabajo realizado",,direcciones y lugares,intermedio,
P2231,tlayekankauj,guía,,otras,intermedio,
P2232,tlayolitía,da a luz,,otras,intermedio,
P2233,tlayoua,"de noche, se hace noche",,saludos y tiempo,intermedio,
P2234,tlayouas,"se va a oscurecer, se va a hacer de noche",,saludos y tiempo,intermedio,
P2235,tlayouatika’,"está oscureciendo, está cayendo la noche",,saludos y tiempo,intermedio,
P2236,tlayouatsi,buenas noches,,saludos y tiempo,intermedio,
P2237,tleka,¿por qué?,,preguntas,intermedio,
P2238,tle’ko,sube,,otras,intermedio,
P2239,tlelo,corre,tsikuini,otras,intermedio,
P2240,tlen,"qué, por ejemplo: ""¿Tlen nik chiuas?, ¿qué voy a hacer?""",,otras,intermedio,
P2241,tlenika,con qué,,otras,intermedio,
P2242,tlen nili,VERDADERO,,otras,intermedio,
P2243,tlenipa,"en qué, por ejemplo: ""tlenipa tiaske’, tlen ipa
tik uikas, en qué nos vamos a ir."",  hace alusión a un medio de transporte u objeto de traslado",,saludos y tiempo,intermedio,
P2244,tlenon,"qué, por ejemplo: ""¿Tlenon tik chiua?, ¿qué haces?""",,saludos y tiempo,intermedio,
P2245,tlenon inon,¿qué es eso?,,otras,intermedio,
P2246,tlenon ye’,¿qué es? ¿qué cosa es?,,otras,intermedio,
P2247,tlikana,"adelántate, va adelante",,direcciones y lugares,intermedio,
P2248,tlikichi,préndelo,,otras,intermedio,
P2249,tlikichia,le prende fuego a algo,,elementos de la naturaleza,intermedio,
P2250,tlikisa,le sale fuego,,elementos de la naturaleza,intermedio,
P2251,tlikixtis,sacar las brasas o los tizones del fuego,,elementos de la naturaleza,intermedio,
P2252,tlikotlasa,"aventar, echar fuego",,elementos de la naturaleza,intermedio,
P2253,tlikoua,actúa (conducta),,otras,intermedio,
P2254,tlikouitl,"tizón, leño con fuego",,elementos de la naturaleza,intermedio,
P2255,tlikuili,"lumbre, fogata",,otras,intermedio,
P2256,tlili,tizne,,otras,intermedio,
P2257,tliliui,se pone negro o prieto,,colores,intermedio,
P2258,tliltik,negro,,colores,intermedio,
P2259,tlimiauatl,chispazo,,otras,intermedio,
P2260,tlimina,préndele fuego,,elementos de la naturaleza,intermedio,
P2261,tliminalistli,encendido,,otras,intermedio,
P2262,tlipanco,sobre la lumbre,,direcciones y lugares,intermedio,
P2263,tlipanka’,está sobre la lumbre,,direcciones y lugares,intermedio,
P2264,tlipanoua,"poner algo sobre el fuego, por ejemplo: "" ki tlipanoua in komitl, pone la olla sobre la lumbre""",,saludos y tiempo,intermedio,
P2265,tlixotla,se quema,tlatla,otras,intermedio,
P2266,tlokolchoka,llora tristemente,,otras,intermedio,
P2267,tlokoli,regálaselo,,otras,intermedio,
P2268,tlokoli,tristeza,,otras,intermedio,
P2269,tlokolkisa,sale triste,,otras,intermedio,
P2270,tlokolyauj,se va entristecido (a),,otras,intermedio,
P2271,tlokoxtinimi,anda tristeando,,otras,intermedio,
P2272,tlokoxtok,"está triste, ha estado triste",,otras,intermedio,
P2273,tlokoya,entristece,,otras,intermedio,
P2274,tlokolkistika’,"estoy, está (él, ella) tristeando",,otras,intermedio,
P2275,ts,"décima primera consonante en el alfabeto y segunda compuesta, ubicada en el número quince del alfabeto náhuatl",,otras,intermedio,
P2276,tsakuali,"puerta, tapadera",,otras,intermedio,
P2277,tsalan,"debajo de, entre (entre la gente, etc.)",,direcciones y lugares,intermedio,
P2278,tsapotl,"zapote, también se le dice así al plátano",,saludos y tiempo,intermedio,
P2279,tsatsayaka,romperse con facilidad,,otras,intermedio,
P2280,tsauktok,está cerrado,,otras,intermedio,
P2281,tsayani,se rompe,tsomoni,otras,intermedio,
P2282,tsijkuakua,mascar chicle,,otras,intermedio,
P2283,tsikatlina,"coralillo (serpiente matizada con colores negro, rojo y amarillo)",,colores,intermedio,
P2284,tsikuini,"corre, arrancar un clavo, un diente…",,partes del cuerpo,intermedio,
P2285,tsilini,suena (una campana por ejemplo),,otras,intermedio,
P2286,tsin,"se antepone a algunas acciones, por ejemplo: "" tsinkuepa, empínalo; tsinkisa, hazte hacia atrás; tsinchitoni, brinca hacia atrás."", se refiere también a la parte trasera de las cosas o a las nalgas de las personas",,saludos y tiempo,intermedio,
P2287,tsinkapits,desnudo de la nalga,,otras,intermedio,
P2288,tsinpaka,"lávale la cola, la nalga",,vegetales y hierbas,intermedio,
P2289,tsinpeltik,abierto de la base (se refiere a objetos),,salud y enfermedades,intermedio,
P2290,tsinpits,"empinaod, de cola, hacia atrás",,vegetales y hierbas,intermedio,
P2291,tsinpitsa,sóplale la cola,,vegetales y hierbas,intermedio,
P2292,tsinpopoka,"humea por la cola, por ejemplo el esmog que
despide el escape de un carro",,vegetales y hierbas,intermedio,
P2293,tsinpo’poua,límpiale la cola,,vegetales y hierbas,intermedio,
P2294,tsinpauia,"lo porta en la parte trasera (pistola o guadaña, por ejemplo)",,verbos y acciones,intermedio,
